7bc4f7437dd542d7a9829c648af74f1d,Robert Latta,OH,R,federal:house,b94a9116064e4b8fb99c518f1b96e6d6,ROBERT LATTA,OH,R,state:lower
7bc4f7437dd542d7a9829c648af74f1d,Robert Latta,OH,R,federal:house,b3cfebe69c844eefaf427058aec3644d,ROBERT LATTA,OH,R,state:lower
7bc4f7437dd542d7a9829c648af74f1d,Robert Latta,OH,R,federal:house,c947bf31557043648a62ee7eabfc96e6,ROBERT LATTA,OH,R,state:lower
7bc4f7437dd542d7a9829c648af74f1d,Robert Latta,OH,R,federal:house,b94a9116064e4b8fb99c518f1b96e6d6,ROBERT LATTA,OH,R,state:lower
b94a9116064e4b8fb99c518f1b96e6d6,ROBERT LATTA,OH,R,state:lower,b3cfebe69c844eefaf427058aec3644d,ROBERT LATTA,OH,R,state:lower
b94a9116064e4b8fb99c518f1b96e6d6,ROBERT LATTA,OH,R,state:lower,c947bf31557043648a62ee7eabfc96e6,ROBERT LATTA,OH,R,state:lower
7bc4f7437dd542d7a9829c648af74f1d,Robert Latta,OH,R,federal:house,b3cfebe69c844eefaf427058aec3644d,ROBERT LATTA,OH,R,state:lower
b3cfebe69c844eefaf427058aec3644d,ROBERT LATTA,OH,R,state:lower,b94a9116064e4b8fb99c518f1b96e6d6,ROBERT LATTA,OH,R,state:lower
b3cfebe69c844eefaf427058aec3644d,ROBERT LATTA,OH,R,state:lower,c947bf31557043648a62ee7eabfc96e6,ROBERT LATTA,OH,R,state:lower
7bc4f7437dd542d7a9829c648af74f1d,Robert Latta,OH,R,federal:house,c947bf31557043648a62ee7eabfc96e6,ROBERT LATTA,OH,R,state:lower
c947bf31557043648a62ee7eabfc96e6,ROBERT LATTA,OH,R,state:lower,b94a9116064e4b8fb99c518f1b96e6d6,ROBERT LATTA,OH,R,state:lower
c947bf31557043648a62ee7eabfc96e6,ROBERT LATTA,OH,R,state:lower,b3cfebe69c844eefaf427058aec3644d,ROBERT LATTA,OH,R,state:lower
23065ddd1dc14ae3a168eb87ecec9c5e,RICHARD J LASS,NM,I,state:upper,0b656475298f4e788d7791a3120482b5,RICHARD J LASS,NM,I,state:upper
0b656475298f4e788d7791a3120482b5,RICHARD J LASS,NM,I,state:upper,23065ddd1dc14ae3a168eb87ecec9c5e,RICHARD J LASS,NM,I,state:upper
8fe02c137a1a4a70b47488c8ee08b4ee,JIM RUMLEY,NC,R,state:lower,d6169bd06b6d4ba9bced14b3e220c56d,JIM RUMLEY,NC,R,state:lower
d6169bd06b6d4ba9bced14b3e220c56d,JIM RUMLEY,NC,R,state:lower,8fe02c137a1a4a70b47488c8ee08b4ee,JIM RUMLEY,NC,R,state:lower
508f30f2292e43b9806f0d868cbd4452,Vivian Davis Figures,AL,D,federal:senate,3fbcd5c09aea4f319775d39a441b6918,VIVIAN DAVIS FIGURES,AL,D,state:upper
508f30f2292e43b9806f0d868cbd4452,Vivian Davis Figures,AL,D,federal:senate,3fbcd5c09aea4f319775d39a441b6918,VIVIAN DAVIS FIGURES,AL,D,state:upper
11672e6343f047be9942ff5e54a68434,COTTINGHAM-JAKI ZIERDT,MN,D,state:lower,0989c74a4ac947d6b4e08e8acdfc5c74,COTTINGHAM-JAKI ZIERDT,MN,D,state:lower
0989c74a4ac947d6b4e08e8acdfc5c74,COTTINGHAM-JAKI ZIERDT,MN,D,state:lower,11672e6343f047be9942ff5e54a68434,COTTINGHAM-JAKI ZIERDT,MN,D,state:lower
8e93b9fa3299440f9df8b0df6162073d,RONALD S BIRD,MD,D,state:lower,a682883546b24c9ea574d894ebdeaa35,RONALD S BIRD,MD,D,state:lower
a682883546b24c9ea574d894ebdeaa35,RONALD S BIRD,MD,D,state:lower,8e93b9fa3299440f9df8b0df6162073d,RONALD S BIRD,MD,D,state:lower
07da71e3b71b4fd68c79aea297030ed8,ISAAC LATTERELL,SD,R,state:lower,d8351b03e8ff44cbb165be92e9834fcf,ISAAC LATTERELL,SD,R,state:lower
d8351b03e8ff44cbb165be92e9834fcf,ISAAC LATTERELL,SD,R,state:lower,07da71e3b71b4fd68c79aea297030ed8,ISAAC LATTERELL,SD,R,state:lower
ee59d1dbbc2c47aeb1d3f41019100f48,Alberta Darling,WI,R,federal:senate,0b7baa3e48c848038c94b05647d681bc,ALBERTA DARLING,WI,R,state:upper
ee59d1dbbc2c47aeb1d3f41019100f48,Alberta Darling,WI,R,federal:senate,0b7baa3e48c848038c94b05647d681bc,ALBERTA DARLING,WI,R,state:upper
497fb74cd89b48788f2c01eddf0a90f4,Rick Louis,FL,R,federal:house,d95dd49876ec4c0387d434d4a0ee9af5,RICK LOUIS,FL,R,state:lower
497fb74cd89b48788f2c01eddf0a90f4,Rick Louis,FL,R,federal:house,d95dd49876ec4c0387d434d4a0ee9af5,RICK LOUIS,FL,R,state:lower
02ac1322685b411cbce35ad8f9175ba2,Brian A O'Connell,MA,D,federal:house,dc735df78b314c359a5f2669e69708b5,BRIAN A OCONNELL,MA,D,state:lower
02ac1322685b411cbce35ad8f9175ba2,Brian A O'Connell,MA,D,federal:house,dc735df78b314c359a5f2669e69708b5,BRIAN A OCONNELL,MA,D,state:lower
84bbcf3536fd40f782c9a28d6e80f82f,DARRYL REAVES,FL,D,state:lower,701b94df8c2b482e93ce8ed51c8240a9,DARRYL REAVES,FL,D,state:lower
701b94df8c2b482e93ce8ed51c8240a9,DARRYL REAVES,FL,D,state:lower,84bbcf3536fd40f782c9a28d6e80f82f,DARRYL REAVES,FL,D,state:lower
bebb939bad4f4b2f808e44b5f84bfd15,Grace Napolitano,CA,D,federal:house,498f5dfd0c3140a4a999e52a2167a200,GRACE NAPOLITANO,CA,D,state:lower
bebb939bad4f4b2f808e44b5f84bfd15,Grace Napolitano,CA,D,federal:house,498f5dfd0c3140a4a999e52a2167a200,GRACE NAPOLITANO,CA,D,state:lower
bebb939bad4f4b2f808e44b5f84bfd15,Grace Napolitano,CA,D,federal:house,498f5dfd0c3140a4a999e52a2167a200,GRACE NAPOLITANO,CA,D,state:lower
bebb939bad4f4b2f808e44b5f84bfd15,Grace Napolitano,CA,D,federal:house,498f5dfd0c3140a4a999e52a2167a200,GRACE NAPOLITANO,CA,D,state:lower
82b6165dfb3b42cea7c49965ca565019,Wes Cooley,OR,R,federal:house,bcd57408f49e4515af2378a4136dc7d4,WES COOLEY,OR,R,state:upper
82b6165dfb3b42cea7c49965ca565019,Wes Cooley,OR,R,federal:house,bcd57408f49e4515af2378a4136dc7d4,WES COOLEY,OR,R,state:upper
e55f2c55186044b0afd3420ac14ffe3d,PHILLIP JARMAN,MN,I,state:lower,d0dbc70317fd4dca8cd3b60ee2443106,PHILLIP JARMAN,MN,I,state:lower
d0dbc70317fd4dca8cd3b60ee2443106,PHILLIP JARMAN,MN,I,state:lower,e55f2c55186044b0afd3420ac14ffe3d,PHILLIP JARMAN,MN,I,state:lower
71e085e5008848da946d016d814c14a2,Tony Perkins,LA,R,federal:senate,839e84f7e11f4376a1844652948ef4a4,TONY PERKINS,LA,R,state:lower
71e085e5008848da946d016d814c14a2,Tony Perkins,LA,R,federal:senate,839e84f7e11f4376a1844652948ef4a4,TONY PERKINS,LA,R,state:lower
27809388ef544ca19bcbde22d3281bfe,RITA M HALLAND,ND,D,state:upper,64c79602a2b74b98b05794686a132d02,RITA M HALLAND,ND,D,state:upper
64c79602a2b74b98b05794686a132d02,RITA M HALLAND,ND,D,state:upper,27809388ef544ca19bcbde22d3281bfe,RITA M HALLAND,ND,D,state:upper
43e2ab35e3d9412ebcb9f49c402e22f4,Joan Buchanan,CA,D,federal:house,0e18945b71794146a68787fff7a07fdd,JOAN BUCHANAN,CA,D,state:lower
43e2ab35e3d9412ebcb9f49c402e22f4,Joan Buchanan,CA,D,federal:house,0e18945b71794146a68787fff7a07fdd,JOAN BUCHANAN,CA,D,state:lower
1d2b9a573d014becbdcd0dd838bdaf3d,Bob Anthony,OK,R,federal:senate,560d1309d61d442485b469360b00b1b9,BOB ANTHONY,OK,R,state:office
1d2b9a573d014becbdcd0dd838bdaf3d,Bob Anthony,OK,R,federal:senate,560d1309d61d442485b469360b00b1b9,BOB ANTHONY,OK,R,state:office
f11f04ae7caf4422970fb78679bc3a2b,Mark R Waterfill,IN,L,federal:house,219b6bd7a2384c448c15f857804d9635,Mark R Waterfill,IN,L,federal:house
219b6bd7a2384c448c15f857804d9635,Mark R Waterfill,IN,L,federal:house,f11f04ae7caf4422970fb78679bc3a2b,Mark R Waterfill,IN,L,federal:house
51f7d3ee2bef4a37b9b24aa9d0276481,CARL J ROSENQUIST,VT,R,state:upper,1fe89bc73c1845a1894cef8a88a8f495,CARL J ROSENQUIST,VT,R,state:upper
51f7d3ee2bef4a37b9b24aa9d0276481,CARL J ROSENQUIST,VT,R,state:upper,f2090d2c53fb430a821bda6d5eaf0098,CARL J ROSENQUIST,VT,R,state:upper
1fe89bc73c1845a1894cef8a88a8f495,CARL J ROSENQUIST,VT,R,state:upper,51f7d3ee2bef4a37b9b24aa9d0276481,CARL J ROSENQUIST,VT,R,state:upper
1fe89bc73c1845a1894cef8a88a8f495,CARL J ROSENQUIST,VT,R,state:upper,f2090d2c53fb430a821bda6d5eaf0098,CARL J ROSENQUIST,VT,R,state:upper
f2090d2c53fb430a821bda6d5eaf0098,CARL J ROSENQUIST,VT,R,state:upper,51f7d3ee2bef4a37b9b24aa9d0276481,CARL J ROSENQUIST,VT,R,state:upper
f2090d2c53fb430a821bda6d5eaf0098,CARL J ROSENQUIST,VT,R,state:upper,1fe89bc73c1845a1894cef8a88a8f495,CARL J ROSENQUIST,VT,R,state:upper
b0f536fcc4f34c1db6bf4a9b57bcdedd,Paul Lang,PA,D,federal:house,1ce31d42ce1642a9b9650886564923f9,PAUL LANG,PA,D,state:upper
b0f536fcc4f34c1db6bf4a9b57bcdedd,Paul Lang,PA,D,federal:house,1ce31d42ce1642a9b9650886564923f9,PAUL LANG,PA,D,state:upper
dd7751b9522e4482883453e53dff0020,PATRICK LANE,WV,R,state:lower,ac4f4a780a2f4394a6057fd060f16bf0,PATRICK LANE,WV,R,state:lower
ac4f4a780a2f4394a6057fd060f16bf0,PATRICK LANE,WV,R,state:lower,dd7751b9522e4482883453e53dff0020,PATRICK LANE,WV,R,state:lower
1213826042804bbb99c5885a4082c972,TIM HEENAN,WA,R,state:upper,9b8baaa89c004e7cad564522132a39ea,TIM HEENAN,WA,R,state:upper
9b8baaa89c004e7cad564522132a39ea,TIM HEENAN,WA,R,state:upper,1213826042804bbb99c5885a4082c972,TIM HEENAN,WA,R,state:upper
c308b5a5edcb42628881cbe2dce03044,SEAN SPENCE,MO,D,state:lower,fa6fb245fc01457986b2ff7b03634bda,SEAN SPENCE,MO,D,state:lower
fa6fb245fc01457986b2ff7b03634bda,SEAN SPENCE,MO,D,state:lower,c308b5a5edcb42628881cbe2dce03044,SEAN SPENCE,MO,D,state:lower
4e25b4e1c0a043b6833291dd4bd65c81,Clark Bisbee,MI,R,federal:house,f208b1dc8bd346a1a25378ee9e493d95,CLARK BISBEE,MI,R,state:lower
4e25b4e1c0a043b6833291dd4bd65c81,Clark Bisbee,MI,R,federal:house,f208b1dc8bd346a1a25378ee9e493d95,CLARK BISBEE,MI,R,state:lower
fa92c96e468149eeab771564dff93ec7,Allyson Schwartz,PA,D,federal:house,205b6db694c346278ec0684450b9216c,ALLYSON SCHWARTZ,PA,D,state:upper
fa92c96e468149eeab771564dff93ec7,Allyson Schwartz,PA,D,federal:house,205b6db694c346278ec0684450b9216c,ALLYSON SCHWARTZ,PA,D,state:upper
fa92c96e468149eeab771564dff93ec7,Allyson Schwartz,PA,D,federal:house,205b6db694c346278ec0684450b9216c,ALLYSON SCHWARTZ,PA,D,state:upper
fa92c96e468149eeab771564dff93ec7,Allyson Schwartz,PA,D,federal:house,205b6db694c346278ec0684450b9216c,ALLYSON SCHWARTZ,PA,D,state:upper
514d01741ba94721ab7de09ad2f4b9b6,Joe Nation,CA,D,federal:house,36154f4c988e43b9aa54b74c445dd8e1,JOE NATION,CA,D,state:upper
514d01741ba94721ab7de09ad2f4b9b6,Joe Nation,CA,D,federal:house,36154f4c988e43b9aa54b74c445dd8e1,JOE NATION,CA,D,state:upper
9947cb87172e487890c4fb2fc8f16b2a,David E Bonior,MI,D,federal:house,2906352d43494c04b71659528e51eb3e,DAVID E BONIOR,MI,D,state:governor
9947cb87172e487890c4fb2fc8f16b2a,David E Bonior,MI,D,federal:house,2906352d43494c04b71659528e51eb3e,DAVID E BONIOR,MI,D,state:governor
7041cead5b6542f8b8641655517b1664,Ken Salazar,CO,D,federal:senate,4cbfb83696544e32aabb72efc529fb1e,KEN SALAZAR,CO,D,state:office
7041cead5b6542f8b8641655517b1664,Ken Salazar,CO,D,federal:senate,4cbfb83696544e32aabb72efc529fb1e,KEN SALAZAR,CO,D,state:office
7041cead5b6542f8b8641655517b1664,Ken Salazar,CO,D,federal:senate,4cbfb83696544e32aabb72efc529fb1e,KEN SALAZAR,CO,D,state:office
