"WILLIAMSON, GLORIA",urn:nimsp:transaction,3610
"MCSTAY, JAMES P",urn:nimsp:transaction,108584
"BLAUET, JASON",urn:nimsp:transaction,65573
"BYRON, KATHY J",urn:nimsp:transaction,3977
"JACUMIN, JIM",urn:nimsp:transaction,6017
"MCCULLOUGH, DAVID",urn:nimsp:transaction,122388
"LERANDEAU, ALFRED (GUS)",urn:nimsp:transaction,3726
"WHEELER, JONATHAN R",urn:nimsp:transaction,138904
"DANIELCZYK, PAUL (DANIELS)",urn:nimsp:transaction,90058
"NORDLUND, RICHARD S",urn:nimsp:transaction,17637
"OBRIEN, JOHN P",urn:nimsp:transaction,63230
"DEVANEY, CHARLES R",urn:nimsp:transaction,13327
Jessica Martinez-Birriel (3),urn:fec:transaction,N00030370
"WOOD, WESLEY",urn:nimsp:transaction,61149
"JENSEN, ROXANNE",urn:nimsp:transaction,83294
"FOX, STEVEN",urn:nimsp:transaction,41181
"SMITH, VIRGINIA",urn:nimsp:transaction,67134
"BRILEY, POLLY",urn:nimsp:transaction,127773
"SWANSON, BETTY A",urn:nimsp:transaction,125642
Beth Anne Rankin (R),urn:fec:transaction,N00031862
"ARCHETTO, HENRY W",urn:nimsp:transaction,132873
"VANDELLEN, TODD",urn:nimsp:transaction,70452
"SGROI, PHILLIP",urn:nimsp:transaction,73215
Mike Collier (D),urn:fec:transaction,N00011848
"SCHICK, YVONNE",urn:nimsp:transaction,116485
"MALLORY, DALE",urn:nimsp:transaction,8228
"MONCECCHI, DINO",urn:nimsp:transaction,132005
"WILLIAMS, SANDRA",urn:nimsp:transaction,8223
"DUTILLE, PATRICIA L",urn:nimsp:transaction,62767
"HAMILTON, J HANK",urn:nimsp:transaction,14668
"BRIDGES, BETH G",urn:nimsp:transaction,37694
Frank Anthony Vallarelli (R),urn:fec:transaction,N00000287
"VIVEROS, PAUL R",urn:nimsp:transaction,138766
"WOOLEY, ROBERT",urn:nimsp:transaction,20903
"ROSADO, DAVID",urn:nimsp:transaction,21948
"DEMEURERS, ALAN",urn:nimsp:transaction,103487
Jame Creel Marshall (D),urn:fec:transaction,N00009635
James P Connors (R),urn:fec:transaction,N00001504
"ESCHER, GWEN",urn:nimsp:transaction,124805
"DODD, TIMOTHY J",urn:nimsp:transaction,13411
"GASPARD, MARCUS",urn:nimsp:transaction,124866
"DEAN, CHARLES S",urn:nimsp:transaction,2886
Mary Bono Mack (R),urn:fec:transaction,N00007068
"STARRETT, KEITH",urn:nimsp:transaction,75925
"HENDZEL, ED",urn:nimsp:transaction,14941
"BAUMSTARCK, ADAM A",urn:nimsp:transaction,83141
Jim Exon (D),urn:fec:transaction,N00001756
"CAVANAUGH, LINDA LORDI",urn:nimsp:transaction,90732
"WILLIAMS, SARAH",urn:nimsp:transaction,99629
Ron Sims (D),urn:fec:transaction,N00007868
"GRATEHOUSE, DONNA",urn:nimsp:transaction,25663
"WHITEHALL, KENNETH",urn:nimsp:transaction,125764
"HERTZBERG, BOB",urn:nimsp:transaction,27195
Clayton Suddith (D),urn:fec:transaction,N00003037
"MORGAN, ED",urn:nimsp:transaction,5857
"GONZALEZ, RAINIER",urn:nimsp:transaction,36201
John Eric Albion (R),urn:fec:transaction,N00013759
"CHOWDHURY, KHORSHED",urn:nimsp:transaction,12631
"WILLEMS, NATE",urn:nimsp:transaction,9437
"LAVOIE, GILBERT R",urn:nimsp:transaction,136585
Neil L. Durrance (D),urn:fec:transaction,N00030822
Stephen M Petty (D),urn:fec:transaction,N00006538
"BRUMBAUGH, KIRK",urn:nimsp:transaction,84458
"ROSS, CAITLIN",urn:nimsp:transaction,125491
"OHARA, MICHAEL E",urn:nimsp:transaction,99242
"CRAHALLA, JACQUELINE R",urn:nimsp:transaction,6806
"REED, BILLY A (COMMITTEE 1)",urn:nimsp:transaction,18445
"CAHOON, GLEN S",urn:nimsp:transaction,118431
"KOENIG, ANDREW",urn:nimsp:transaction,9646
"DEAN, MIKE",urn:nimsp:transaction,13229
"LARSEN, JAMES E",urn:nimsp:transaction,34758
"PERSONIUS, DAVID E",urn:nimsp:transaction,125396
"WATSON, CINDY B",urn:nimsp:transaction,81391
"FRANKLIN, LORRAINE",urn:nimsp:transaction,135263
"ROMERO, FR BOB",urn:nimsp:transaction,92504
"STUSEK, DAN",urn:nimsp:transaction,77643
"DAY, BRIAN DOUGLAS",urn:nimsp:transaction,124725
"WHEELER, BOB",urn:nimsp:transaction,85875
"KROGSENG, MEL",urn:nimsp:transaction,136491
"SALCEDO, SYLVESTER L",urn:nimsp:transaction,32892
"BROWN, SHIRLEY A",urn:nimsp:transaction,36228
Will Callaway (D),urn:fec:transaction,N00012572
David Allen Nacht (D),urn:fec:transaction,N00029029
"CLOUSE, BILL",urn:nimsp:transaction,12745
"EMERSON, BILLY",urn:nimsp:transaction,44223
"GARLING, RICH",urn:nimsp:transaction,46950
Eleanor Mulloney Lecain (D),urn:fec:transaction,N00000250
"SATHE, MARK",urn:nimsp:transaction,70267
"REID, HAROLD",urn:nimsp:transaction,18475
"DERBIS, JOHN G",urn:nimsp:transaction,69534
"NORBERG, MARK A",urn:nimsp:transaction,27423
Mark Losey (D),urn:fec:transaction,N00027554
"PEREZ, JOHN A",urn:nimsp:transaction,9618
"GUARDIOLA, JESSE",urn:nimsp:transaction,101488
Larry L Sheahan (R),urn:fec:transaction,N00026257
"WEATHERFORD JR, SMILEY W",urn:nimsp:transaction,130375
"BRUNSTETTER, PETER SAMUEL (PETE)",urn:nimsp:transaction,7811
James Wright (D),urn:fec:transaction,N00025228
"OCONNOR, MICHAEL C",urn:nimsp:transaction,60890
Kevin Calvey (R),urn:fec:transaction,N00028328
"RUSSI, NORMAN",urn:nimsp:transaction,18782
"THOMAS, W HOWARD",urn:nimsp:transaction,44744
"EDWARDS, WILLIE",urn:nimsp:transaction,94136
"ARENSMEYER, WILLIAM",urn:nimsp:transaction,78232
"HAMILTON, LON",urn:nimsp:transaction,38004
"WHITEHORN, CARUTHER",urn:nimsp:transaction,76004
"LUDWICK, MICHAEL S",urn:nimsp:transaction,32850
"ZELAZO, JOHN T",urn:nimsp:transaction,139258
"SMITH, DOUG",urn:nimsp:transaction,94566
"MILLARD, DWIGHT",urn:nimsp:transaction,94414
"MERRITT, JEFF",urn:nimsp:transaction,114194
"MAJOR, ERIC",urn:nimsp:transaction,3187
"CARROLL, EDMUND G",urn:nimsp:transaction,134200
"UNDERWOOD, JOHN H",urn:nimsp:transaction,63501
"BROWN, JONATHAN",urn:nimsp:transaction,12107
"SMITHEY, ROGER DALE",urn:nimsp:transaction,81258
"HERTLE, TERRY",urn:nimsp:transaction,42643
"HUTCHINSON, JIM",urn:nimsp:transaction,7222
"LUCK, WILLIAM",urn:nimsp:transaction,25582
"PETERSON, PRISCILLA",urn:nimsp:transaction,66849
Valerie J Southern (R),urn:fec:transaction,N00000327
"KOMINAR, K STEVEN",urn:nimsp:transaction,15958
"NICHOLAS, EUGENE",urn:nimsp:transaction,1968
"DELOACH, BUDDY",urn:nimsp:transaction,13270
"KURTENBACH, JAMES M",urn:nimsp:transaction,4815
"PRESTA, TERRY",urn:nimsp:transaction,18258
"BEAN, SAMANTHA",urn:nimsp:transaction,133340
"MURDOCK, MARK",urn:nimsp:transaction,9920
"BERNSEN, DAVID",urn:nimsp:transaction,133532
"CECI, LOUIS J",urn:nimsp:transaction,12548
Maida Pearson (R),urn:fec:transaction,N00003238
"MERCIER, PIERRE J",urn:nimsp:transaction,137122
"ZOELLNER, CHRISTOPHER J",urn:nimsp:transaction,73462
"OSBORN, MARSHA",urn:nimsp:transaction,30351
"BAXLEY, LUCY",urn:nimsp:transaction,10194
"RAYMOND, RON",urn:nimsp:transaction,2408
"MCPHERSON, SHAWN",urn:nimsp:transaction,54699
James G Boutelle (R),urn:fec:transaction,N00000644
"WOJAHN, R LORRAINE",urn:nimsp:transaction,20852
"PEEVY, JERRIE LYNN",urn:nimsp:transaction,38369
"MIRCH, KEVIN J",urn:nimsp:transaction,93918
"MCCLAIN, JOYCE",urn:nimsp:transaction,16844
"WILLIAMS, LAMANDRES A (AL)",urn:nimsp:transaction,73428
David Hayden Gates (R),urn:fec:transaction,N00012285
"JOHNSON, CYNTHIA",urn:nimsp:transaction,66320
"GRAVES, CONNIE",urn:nimsp:transaction,101480
"MEACHAM, BECKY",urn:nimsp:transaction,17021
"JOHNSON, DENNIS L",urn:nimsp:transaction,125071
"TILLMAN, STEPHEN",urn:nimsp:transaction,38644
"ANDERSON, PRO-LIFE ANDY",urn:nimsp:transaction,93969
"POORE, MESHEA L",urn:nimsp:transaction,130181
"KOKKONEN, MATT T",urn:nimsp:transaction,27340
"PUTNAM, OTIS",urn:nimsp:transaction,38419
"LEDDY, JIM",urn:nimsp:transaction,27653
"FRANCK, KENNETH H",urn:nimsp:transaction,118580
"CARLSON, DAVID G",urn:nimsp:transaction,12428
"GRAVELINE, BILL",urn:nimsp:transaction,83227
"KIRKLAND, THADDEUS",urn:nimsp:transaction,2379
"SHELDON, SAM",urn:nimsp:transaction,28163
Kenneth D Cooper (D),urn:fec:transaction,N00002885
"SOFT, LOREN",urn:nimsp:transaction,19436
"TEAGUE, LARRY",urn:nimsp:transaction,2649
Jim Russell (R),urn:fec:transaction,N00008661
"DADAK, PAUL L",urn:nimsp:transaction,13086
"SMITH, RONALD (RONNIE)",urn:nimsp:transaction,138349
"BUMILLER, DONALD",urn:nimsp:transaction,134007
"PALAMARA, ARTHUR E",urn:nimsp:transaction,35906
"DOOLAN, RALPH",urn:nimsp:transaction,13439
"SMITH, DAVID B",urn:nimsp:transaction,119162
"ALVARADO, JOEL",urn:nimsp:transaction,37588
"KOECK, SUSAN M",urn:nimsp:transaction,136457
"VALLONE, PETER F",urn:nimsp:transaction,22152
"KING, TERRI",urn:nimsp:transaction,99006
Jerry Moran (R),urn:fec:transaction,N00005282
"KIRBY, JOHN M",urn:nimsp:transaction,110605
"KING, BARBARA ABBOTT",urn:nimsp:transaction,136395
"GARAGIOLA, ROB",urn:nimsp:transaction,5312
"SIGLER, JAMES A",urn:nimsp:transaction,54883
"JENKINS, JOHN",urn:nimsp:transaction,62980
"CLARK, RANDY K",urn:nimsp:transaction,92131
"HEINEN, JIM",urn:nimsp:transaction,14912
"HABERKORN, JAYSON",urn:nimsp:transaction,30696
"MCMANUS, MICHELLE A",urn:nimsp:transaction,66652
Caine Cortellino (D),urn:fec:transaction,N00026218
Paul Muldowney (D),urn:fec:transaction,N00002024
"MORRISETTE, BILL",urn:nimsp:transaction,3822
"COLE, SHARON",urn:nimsp:transaction,105247
"LEE, TED",urn:nimsp:transaction,16220
"RANKIN, RANDY",urn:nimsp:transaction,4279
"WIDRIG, GARY",urn:nimsp:transaction,103748
"HUBBARD, DALE",urn:nimsp:transaction,125025
William W Evans (R),urn:fec:transaction,N00011013
"MATTHEIS, MARK",urn:nimsp:transaction,49809
"TYACK, MATTHEW JOHN",urn:nimsp:transaction,99552
Paul E Kanjorski (D),urn:fec:transaction,N00001509
Kenneth P Stachowski (R),urn:fec:transaction,N00003615
"HAMMANS, KYLE",urn:nimsp:transaction,14672
"LANIER, PATTIE",urn:nimsp:transaction,35342
"MILLER, GENE A",urn:nimsp:transaction,80980
"JENSEN, MICHAEL G",urn:nimsp:transaction,15438
Phil Herwig (R),urn:fec:transaction,N00004554
"HENRY, DOUGLAS",urn:nimsp:transaction,3891
"MILLICAN, MIKE",urn:nimsp:transaction,1262
"LUPHER, DENNIS A",urn:nimsp:transaction,99082
"ARDEN, PAM",urn:nimsp:transaction,103170
"STRAZISHAR, BOB",urn:nimsp:transaction,128325
"CARRELL, RONALD B",urn:nimsp:transaction,49474
"NEWBY, WILLIAM",urn:nimsp:transaction,99213
"BUCKWORTH, GERALD A",urn:nimsp:transaction,1293
"WILCOXON, D",urn:nimsp:transaction,67416
"TESAR, TOD S",urn:nimsp:transaction,119212
"MCLAUCHLAN, ANDREW",urn:nimsp:transaction,125268
"JOHNSON, JAMES",urn:nimsp:transaction,4585
"RUDOLPH, WAYNE",urn:nimsp:transaction,94522
"GOLD, SID",urn:nimsp:transaction,27840
Vivian R Clark (R),urn:fec:transaction,N00000438
"MCCORMICK, DON R",urn:nimsp:transaction,54692
Thomas Fisher Upson (R),urn:fec:transaction,N00000628
"TIGHE, LARRY",urn:nimsp:transaction,20017
"MCMILLAN, KIM",urn:nimsp:transaction,3926
Gus Bilirakis (R),urn:fec:transaction,N00027462
"BULLARD, DWIGHT",urn:nimsp:transaction,9887
C Brad Cates (R),urn:fec:transaction,N00024806
"FERNANDEZ, JOSE",urn:nimsp:transaction,36326
"CABRALES, JULIE",urn:nimsp:transaction,92096
"SHELTON, CAROLYN",urn:nimsp:transaction,125551
"KREIDLER, MIKE",urn:nimsp:transaction,15997
"MEDD, MARJORIE M",urn:nimsp:transaction,17031
"WEISS, ALAN H",urn:nimsp:transaction,20563
"FERRELL, THOMAS B",urn:nimsp:transaction,75540
"BYRD, WADE",urn:nimsp:transaction,56488
"STRUCK, NELSON",urn:nimsp:transaction,32300
"UDELHOVEN, JAMES",urn:nimsp:transaction,138705
"WILHELM, BONNIE",urn:nimsp:transaction,20721
"KIYOHIRO, LARRY",urn:nimsp:transaction,41295
"TAYLOR, ELINOR Z",urn:nimsp:transaction,2434
"GAINER III, GLEN B",urn:nimsp:transaction,14102
"ROMACK, KATHY",urn:nimsp:transaction,30344
"VELASCO, AUGIE",urn:nimsp:transaction,101892
"WRIGHT, HAROLD",urn:nimsp:transaction,9798
"OTTE, LYLE",urn:nimsp:transaction,42825
Kevin Ready (D),urn:fec:transaction,N00007224
"BOOTH, STEVEN",urn:nimsp:transaction,11892
"SPOTTED BEAR, SUSAN G",urn:nimsp:transaction,77678
"SIRES, PAUL",urn:nimsp:transaction,42936
"GREEN, L",urn:nimsp:transaction,24358
"PRICE, CESILIE",urn:nimsp:transaction,47387
"KIMM SR, CLARENCE (CLARE) J",urn:nimsp:transaction,77258
"BERRIGAN, DAWN M",urn:nimsp:transaction,105131
"WEST, CHARLES W JR",urn:nimsp:transaction,81408
Larry Wayne Ishmael (R),urn:fec:transaction,N00028664
Michael Jackson (3),urn:fec:transaction,N00029820
"FOLLIARD, BETTY",urn:nimsp:transaction,13945
"THOMEN, MARTIN",urn:nimsp:transaction,116614
Patricia A (Trish) Muscarella (R),urn:fec:transaction,N00002977
Alan M Sandals (D),urn:fec:transaction,N00027675
"TAYLOR, ALVIN Q",urn:nimsp:transaction,106145
"DAVIS, R L (DICK)",urn:nimsp:transaction,44190
"VELARDE, ARCHIE",urn:nimsp:transaction,20284
"MCNEIL, DEBORAH K",urn:nimsp:transaction,17001
"PRAHL, MATTHEW LEWIS",urn:nimsp:transaction,137822
"LACEY, MEREDITH",urn:nimsp:transaction,101588
"LISTON, LARRY G",urn:nimsp:transaction,4497
"BRAXTON, ADELSIA",urn:nimsp:transaction,60398
"MENDOLUSKY, JOHN B",urn:nimsp:transaction,17056
William Creed Wampler (R),urn:fec:transaction,N00002170
"GIANARIS, MICHAEL N",urn:nimsp:transaction,7661
Lawrence Hogan (R),urn:fec:transaction,N00001848
M Andrew Hoover (D),urn:fec:transaction,N00003260
"DAWSON, WARREN HOPE",urn:nimsp:transaction,13203
John Anthony Estrada (D),urn:fec:transaction,N00007307
"POWELL, LARRY R",urn:nimsp:transaction,5107
"NORTHUP, ANNE & HOOVER, JEFF",urn:nimsp:transaction,17647
"PERSINGER, SILVER",urn:nimsp:transaction,120488
"PAINE, MARK",urn:nimsp:transaction,99262
"LUCIANI, KERRY",urn:nimsp:transaction,124294
"WHAM, DOTTIE",urn:nimsp:transaction,20634
Tim Johnson (D),urn:fec:transaction,N00010084
"ZEE, PAUL WS",urn:nimsp:transaction,27896
"FRANGEDAKIS, PETER ALEC",urn:nimsp:transaction,14005
"MEYER, KEVIN",urn:nimsp:transaction,4144
"MARQUESS, JON",urn:nimsp:transaction,49804
"LARKIN, BRUCE",urn:nimsp:transaction,16125
"NAKASHIMA, MARK M",urn:nimsp:transaction,9969
"RICHTER, CHRIS",urn:nimsp:transaction,122546
"GUHL, A C (BOB)",urn:nimsp:transaction,14553
"LANTIS, CAL",urn:nimsp:transaction,52013
"BLACK, GUY",urn:nimsp:transaction,11764
"MADDOX JR, J CORDELL",urn:nimsp:transaction,110649
Louis J Barletta (R),urn:fec:transaction,N00025495
"SMITH, FRANK J",urn:nimsp:transaction,3631
"IANNELLA JR, CHRISTOPHER A",urn:nimsp:transaction,136072
"SWIONTEK, J J",urn:nimsp:transaction,30518
"ROBERTS, SAM P",urn:nimsp:transaction,18618
"GALLEGOS, SEAN",urn:nimsp:transaction,124862
"MCKENNEY, JOE",urn:nimsp:transaction,2683
"MORSE, JOHN",urn:nimsp:transaction,8446
"CABELLO, JOHN M",urn:nimsp:transaction,139601
"WHITAKER, DAVID",urn:nimsp:transaction,75995
"BRUTUS, PHILLIP J",urn:nimsp:transaction,3315
Don Nelms (D),urn:fec:transaction,N00005495
"WALTERS, DONALD",urn:nimsp:transaction,77805
"KELSCH, RAEANN",urn:nimsp:transaction,2136
"GUAY, LAWRENCE J",urn:nimsp:transaction,14549
"BURZYNSKI, J BRADLEY",urn:nimsp:transaction,1504
"ROZELL, HERB",urn:nimsp:transaction,101781
"ELF, RANDOLPH SCOTT",urn:nimsp:transaction,135033
Doug Hoffman (3),urn:fec:transaction,N00031013
Phillip J. Brutus (D),urn:fec:transaction,N00030738
"SHALHOOB, BILL",urn:nimsp:transaction,83454
"PISTELLA, FRANK J",urn:nimsp:transaction,2406
"HAYES, CLIFFORD T",urn:nimsp:transaction,44322
"GARZA, DANIEL J",urn:nimsp:transaction,108427
"BLESSING JR, LOUIS",urn:nimsp:transaction,2062
"STALLWORTH, THOMAS",urn:nimsp:transaction,67167
"CHIN, GINNY",urn:nimsp:transaction,25458
Mike Turner (D),urn:fec:transaction,N00029254
"MILLER, DAVID",urn:nimsp:transaction,51808
"EGGER, FRANK",urn:nimsp:transaction,28192
"BOYLES, HARLAN E",urn:nimsp:transaction,80305
"FERLICCA, JOHN J",urn:nimsp:transaction,135155
"MYERS, LINDA K",urn:nimsp:transaction,7192
"RESKE, SCOTT E",urn:nimsp:transaction,5009
"NOLTE, KAREN M",urn:nimsp:transaction,70124
"MELVIN, KENNETH R",urn:nimsp:transaction,1053
"CLARK, PHIL D",urn:nimsp:transaction,80408
"WEBSTER, PATTI",urn:nimsp:transaction,35804
"DEDONATI, PAUL MATT",urn:nimsp:transaction,26034
Diane Lynn Black (R),urn:fec:transaction,N00031539
"LOKAN, JANE",urn:nimsp:transaction,16409
Paul McCarthy (R),urn:fec:transaction,N00000220
"MURPHY-PODAWILTZ, DIANA",urn:nimsp:transaction,70097
Dante B Fascell (D),urn:fec:transaction,N00002853
"MADIGAN, LISA",urn:nimsp:transaction,16571
"COUNTS, DAVID",urn:nimsp:transaction,12957
"KLAUSING, STEVE",urn:nimsp:transaction,30256
Barry Joseph Sullivan (R),urn:fec:transaction,N00001844
"SNOW, JOHN J BUBBA",urn:nimsp:transaction,19424
Adam Charles Kokesh (R),urn:fec:transaction,N00030944
"WANZENRIED, DAVID E",urn:nimsp:transaction,5866
"SCHINDEL, CAROL-ANN",urn:nimsp:transaction,7975
"SHANK, CHRISTOPHER B",urn:nimsp:transaction,3478
"DOBRZYCKI, MARK",urn:nimsp:transaction,46871
"WEDUM, ELLEN E",urn:nimsp:transaction,20540
"JOHNSON, RICK",urn:nimsp:transaction,54218
"DAVIS, WILLIAM F",urn:nimsp:transaction,92166
"CASEY, CHRISTOPHER T (COMMITTEE 1)",urn:nimsp:transaction,105205
"DINNEEN, LAWRENCE A",urn:nimsp:transaction,134855
"BRUSCHI, SUSAN A",urn:nimsp:transaction,32966
"DETMER, MIKE",urn:nimsp:transaction,65852
"SPALDING, JODI",urn:nimsp:transaction,67151
Scott Farrell (D),urn:fec:transaction,N00027513
"HAMELIN, KENNETH",urn:nimsp:transaction,122214
"GENTILE, LIZ",urn:nimsp:transaction,14217
Curt Price (R),urn:fec:transaction,N00031041
"WINK, DEAN",urn:nimsp:transaction,9160
"MARTIN, DAVID J",urn:nimsp:transaction,32417
"TROTTER, DECATUR W",urn:nimsp:transaction,61097
"PAYNE, S G",urn:nimsp:transaction,108623
"ROSS, DOUG",urn:nimsp:transaction,66986
"BAILEY, GEORGE",urn:nimsp:transaction,2060
"REDDY, STEVEN",urn:nimsp:transaction,85474
"REYNOLDS, THOMAS U (TOMMY)",urn:nimsp:transaction,426
"NOWICKI, HENRYK",urn:nimsp:transaction,137469
"SELF, TOM",urn:nimsp:transaction,5791
"WILEY, SUSAN",urn:nimsp:transaction,85927
"HANNON, LENN L",urn:nimsp:transaction,14695
"HUTKOWSKI, HARIAH H",urn:nimsp:transaction,15285
"ROSE, JEROMY",urn:nimsp:transaction,130235
"SENSENBRENNER, PETER",urn:nimsp:transaction,128291
"BALLERT, KAREN",urn:nimsp:transaction,112444
"RAMSEY SR, RICHARD H",urn:nimsp:transaction,120489
"POWELL, ISAAC",urn:nimsp:transaction,99308
"MCANINCH, ROBERT D",urn:nimsp:transaction,54688
"BISHOP, LOUISE",urn:nimsp:transaction,2334
Dan Coats (R),urn:fec:transaction,N00003845
"HENSLEIGH, JOE",urn:nimsp:transaction,77580
"MOWERS, ERIN",urn:nimsp:transaction,83388
"SCHAER, GARY",urn:nimsp:transaction,8090
"WHIPPLE, ALLEN",urn:nimsp:transaction,86217
"MYERS, LINDA WEST",urn:nimsp:transaction,17509
Marco Rubio (R),urn:fec:transaction,N00030612
Bill Edward Hughes (R),urn:fec:transaction,N00011256
"LAMPROS, JOHN",urn:nimsp:transaction,94328
"WEINGARTEN, JOEL M",urn:nimsp:transaction,20554
"MOORE, JEFFREY OWENS",urn:nimsp:transaction,54727
"KRAMLICH, GLORY",urn:nimsp:transaction,83327
"CORRIGAN, MAURA DENISE",urn:nimsp:transaction,12925
Philip Kay Ferren (R),urn:fec:transaction,N00004267
"STEWART, BRUCE D",urn:nimsp:transaction,138476
"HARDISON, MARK",urn:nimsp:transaction,52283
Dennis W Smith (R),urn:fec:transaction,N00005207
"AQUINO, DAVID",urn:nimsp:transaction,139723
"LANCIA, ROBERT B",urn:nimsp:transaction,108513
"BUTNER, MAC",urn:nimsp:transaction,80359
"GROSSMAN, STEVE (G)",urn:nimsp:transaction,14536
Charlie Ross (R),urn:fec:transaction,N00029546
"MICHELS, TIMOTHY J",urn:nimsp:transaction,128127
"STAVRINAKIS, LEON",urn:nimsp:transaction,8158
"FOUND, SAM R",urn:nimsp:transaction,120656
"KERRIGAN, STEPHEN J",urn:nimsp:transaction,136375
"GARDNER, FRANK EDWARD",urn:nimsp:transaction,46949
"HOBBS, DEBRA",urn:nimsp:transaction,9096
"OTTULICH, JOHN D",urn:nimsp:transaction,137576
"BASKIN, TERRY",urn:nimsp:transaction,37632
"TRIPLETT, LINDA",urn:nimsp:transaction,20117
"GRIFFITHS, MICHAEL C",urn:nimsp:transaction,60629
"THOMSON, FELICIA C",urn:nimsp:transaction,19995
"SWINEHART, KEN",urn:nimsp:transaction,30221
"BATTISTA, JOHN R",urn:nimsp:transaction,32907
"PATTERSON, TOM",urn:nimsp:transaction,25772
"NEILSON, MARTY",urn:nimsp:transaction,30435
Nicolas Andrew Furman (R),urn:fec:transaction,N00004362
"HUBBARD, DICK",urn:nimsp:transaction,92294
"PETTERSSON, JAMES",urn:nimsp:transaction,119026
"REICHERT, ROBERT",urn:nimsp:transaction,18474
"HARDING, MEG",urn:nimsp:transaction,14736
"MEYER, JOSEPH",urn:nimsp:transaction,54708
"BENNETT, EARL H",urn:nimsp:transaction,133482
"BROWN, CATHRYNN N",urn:nimsp:transaction,92084
"GARDNER, DEAN",urn:nimsp:transaction,14156
"MCCLINTON, JOANN",urn:nimsp:transaction,16849
Peter Miller Dawkins (R),urn:fec:transaction,N00000790
"SNELLEN, JOHN K",urn:nimsp:transaction,73252
"WADE, DAVID",urn:nimsp:transaction,38670
"KIRBY, PAT",urn:nimsp:transaction,69896
"SHIMKUS, FRANK ANDREWS",urn:nimsp:transaction,8263
"SCHNEIDER, PARRALEE",urn:nimsp:transaction,25935
"WISE, ROGER",urn:nimsp:transaction,38739
"BORON, ANDREW",urn:nimsp:transaction,46730
"DOOLEY, EUGENE P",urn:nimsp:transaction,49558
"WILDBERGER, ED",urn:nimsp:transaction,5674
"CHAVEZ, TITO D",urn:nimsp:transaction,92126
"KNAPP, ROLAND G",urn:nimsp:transaction,63029
"GAVALDON, FRANK",urn:nimsp:transaction,124249
Sid Morrison (R),urn:fec:transaction,N00007957
"FISHER, ZEAL I",urn:nimsp:transaction,13875
Joan C Houchen (R),urn:fec:transaction,N00007900
"PARKER, JUDI",urn:nimsp:transaction,73086
"SANDERS JR, RICHARD",urn:nimsp:transaction,604
"HARRISON, NEIL",urn:nimsp:transaction,131875
Bruce Broussard (R),urn:fec:transaction,N00026900
"BHARDWAJ, SABHAS KUMAR",urn:nimsp:transaction,37650
"HOLSINGER, CARL",urn:nimsp:transaction,66234
"PFAFF, BRAD",urn:nimsp:transaction,128208
"STEELE, CHERYL A",urn:nimsp:transaction,125617
"BOYD, GRAHAM",urn:nimsp:transaction,80304
"LAW, JIM",urn:nimsp:transaction,25990
Katherine Hatch Smith (R),urn:fec:transaction,N00008273
"CURLS, PHIL",urn:nimsp:transaction,72582
"JOSEPHS, BABETTE",urn:nimsp:transaction,2376
"PRIDEMORE, KARL",urn:nimsp:transaction,101737
James R Buhrmaster (R),urn:fec:transaction,N00030056
"PHIPPS JR, LESTER",urn:nimsp:transaction,116374
"ZIMMERMAN, LEROY M",urn:nimsp:transaction,139314
"AUSTIN, MIKE",urn:nimsp:transaction,132973
"STULCE, ARNOLD",urn:nimsp:transaction,19711
"ESPOSITO, THERESA",urn:nimsp:transaction,13706
"GROSS, HOWARD",urn:nimsp:transaction,124927
"WHITNEY, JOHN C",urn:nimsp:transaction,20687
"CHRISTENSEN, CARLTON",urn:nimsp:transaction,118451
"SAMSON, AARON G",urn:nimsp:transaction,67025
"DILLON, STEPHEN W (STEVE)",urn:nimsp:transaction,49553
"GLIDEWELL, FRANK",urn:nimsp:transaction,4297
"WILLIAMS, ANN M",urn:nimsp:transaction,139450
"KNAPP, THOMAS L",urn:nimsp:transaction,72893
"BOYLES, SHERRY",urn:nimsp:transaction,115652
"PATTERSON, OBIE",urn:nimsp:transaction,1490
"HACKENBERG, FRANKLIN U",urn:nimsp:transaction,135632
"BRIDGEMAN, JOHN D",urn:nimsp:transaction,12033
"KELLY, JIM G",urn:nimsp:transaction,15749
Clyde Leo Bohannon Jr (R),urn:fec:transaction,N00011492
Anita Rufus (D),urn:fec:transaction,N00007070
"DESMARAIS, ERIC",urn:nimsp:transaction,62718
"DAVIS, ALAN",urn:nimsp:transaction,113913
"WALLIN, KIM",urn:nimsp:transaction,20409
"COX JR, JESSE M (BUDDY)",urn:nimsp:transaction,129818
"LIPPERT, AL",urn:nimsp:transaction,127695
"HENEGHAN, JOSEPH",urn:nimsp:transaction,47024
"BURNS, MICHAEL W",urn:nimsp:transaction,60426
"FONTANES, LORRAINE ABNER ZURD",urn:nimsp:transaction,28079
Marty Mack (D),urn:fec:transaction,N00001248
F Charles McMains Jr (R),urn:fec:transaction,N00005406
"DILWORTH, LEE",urn:nimsp:transaction,134848
"ROSS, ANN",urn:nimsp:transaction,73169
"MCNEILL, DARRELL",urn:nimsp:transaction,66658
Kathleen Kennedy Townsend (D),urn:fec:transaction,N00012018
"DEROSE, CHRIS",urn:nimsp:transaction,25856
"GRIFFIN, MARTIN",urn:nimsp:transaction,3538
"BROADWAY, HERBERT L",urn:nimsp:transaction,12048
"ORTON, BILL & HALE, KAREN",urn:nimsp:transaction,118973
